varnames,varlabs,t1,sig1_1,sig5_1,sig10_1
"s3_61_rstot","(Cumin) Total cost of variety of cumin seed - 1",.8104793,0,0,0
"s3_62_rstot","(Cumin) Total cost of variety of cumin seed - 2",.5489619,0,0,0
"s3_63_rstot","(Cumin) Total cost of variety of cumin seed - 3",.9992197,0,0,0
"s3_total_cost","(Cumin) Total cost of cumin seeds in R'10-11",.9406696,0,0,0
"s3_11_method_1","(Cumin) Did you use the broadcasting method last Rabi for planting?",.3611377,0,0,0
"s3_11_method_2","(Cumin) Did you plant cumin seeds in rows last Rabi?",1.17293,0,0,0
"s3_61_seed_1","(Cumin Seeds) Did you purchase GC_1?",.6998643,0,0,0
"s3_61_seed_2","(Cumin Seeds) Did you purchase GC_2?",1.308143,0,0,0
"s3_61_seed_3","(Cumin Seeds) Did you purchase GC_3?",.4513672,0,0,0
"s3_61_seed_4","(Cumin Seeds) Did you purchase GC_4?",.216444,0,0,0
"s3_61_seed_5","(Cumin Seeds) Did you purchase Rajasthan_Cumin?",.0329267,0,0,0
"s3_61_seed_6","(Cumin Seeds) Did you purchase Western?",.7367676,0,0,0
"s3_62_seed_2","(Cumin Seeds) Did you purchase GC_2?",.9997898,0,0,0
"s3_62_seed_4","(Cumin Seeds) Did you purchase GC_4?",1.424315,0,0,0
"s3_62_seed_5","(Cumin Seeds) Did you purchase Rajasthan_Cumin?",.5383883,0,0,0
"s3_62_seed_6","(Cumin Seeds) Did you purchase Western?",.4513672,0,0,0
"s3_63_seed_4","(Cumin Seeds) Did you purchase GC_4?",.9997898,0,0,0
"s3_63_seed_5","(Cumin Seeds) Did you purchase Rajasthan_Cumin?",.9997898,0,0,0
"s3_seed_1","(Cumin Seeds) Did you purchase GC_1?",.6998643,0,0,0
"s3_seed_2","(Cumin Seeds) Did you purchase GC_2?",1.204376,0,0,0
"s3_seed_3","(Cumin Seeds) Did you purchase GC_3?",.4513672,0,0,0
"s3_seed_4","(Cumin Seeds) Did you purchase GC_4?",.4764756,0,0,0
"s3_seed_5","(Cumin Seeds) Did you purchase Rajasthan_Cumin?",.2597938,0,0,0
"s3_seed_6","(Cumin Seeds) Did you purchase Western?",.8414667,0,0,0
"s3_71_seeduse_1","(Cumin Seeds) Did you use GC_1?",.0086747,0,0,0
"s3_71_seeduse_2","(Cumin Seeds) Did you use GC_2?",.5152051,0,0,0
"s3_71_seeduse_3","(Cumin Seeds) Did you use GC_3?",.4513672,0,0,0
"s3_71_seeduse_4","(Cumin Seeds) Did you use GC_4?",.2003965,0,0,0
"s3_71_seeduse_5","(Cumin Seeds) Did you use Rajasthan_Cumin?",.8149419,0,0,0
"s3_71_seeduse_6","(Cumin Seeds) Did you use Western?",.5874841,0,0,0
"s3_72_seeduse_2","(Cumin Seeds) Did you use GC_2?",.4513672,0,0,0
"s3_72_seeduse_4","(Cumin Seeds) Did you use GC_4?",.7835697,0,0,0
"s3_72_seeduse_5","(Cumin Seeds) Did you use Rajasthan_Cumin?",.5383883,0,0,0
"s3_72_seeduse_6","(Cumin Seeds) Did you use Western?",.4513672,0,0,0
"s3_73_seeduse_4","(Cumin Seeds) Did you use GC_4?",.9997898,0,0,0
"s3_73_seeduse_5","(Cumin Seeds) Did you use Rajasthan_Cumin?",.9997898,0,0,0
"s3_seeduse_1","(Cumin Seeds) Did you use GC_1?",.0086747,0,0,0
"s3_seeduse_2","(Cumin Seeds) Did you use GC_2?",.6011768,0,0,0
"s3_seeduse_3","(Cumin Seeds) Did you use GC_3?",.4513672,0,0,0
"s3_seeduse_4","(Cumin Seeds) Did you use GC_4?",.0932367,0,0,0
"s3_seeduse_5","(Cumin Seeds) Did you use Rajasthan_Cumin?",.9760261,0,0,0
"s3_seeduse_6","(Cumin Seeds) Did you use Western?",.6983781,0,0,0
"s3_2_pkt","(Cumin Seeds) How many packets of GC_2 seeds did you purchase?",.2659914,0,0,0
"s3_4_pkt","(Cumin Seeds) How many packets of GC_4 seeds did you purchase?",.3875169,0,0,0
"s3_5_pkt","(Cumin Seeds) How many packets of Rajasthan_Cumin seeds did you purchase?",.7989571,0,0,0
"s3_6_pkt","(Cumin Seeds) How many packets of Western seeds did you purchase?",.3779645,0,0,0
"s3_2_pricepkt","(Cumin Seeds) How much was one packet of GC_2 seeds?",1.048565,0,0,0
"s3_4_pricepkt","(Cumin Seeds) How much was one packet of GC_4 seeds?",1.409039,0,0,0
"s3_5_pricepkt","(Cumin Seeds) How much was one packet of Rajasthan_Cumin seeds?",.7591866,0,0,0
"s3_6_pricepkt","(Cumin Seeds) How much was one packet of Western seeds?",.0355559,0,0,0
"s3_1_totalrspkt","(Cumin Seeds) How much did you spend on the packets of GC_1 seeds?",.5914173,0,0,0
"s3_2_totalrspkt","(Cumin Seeds) How much did you spend on the packets of GC_2 seeds?",.4141172,0,0,0
"s3_4_totalrspkt","(Cumin Seeds) How much did you spend on the packets of GC_4 seeds?",.4552417,0,0,0
"s3_5_totalrspkt","(Cumin Seeds) How much did you spend on the packets of Rajasthan_Cumin seeds?",.2904454,0,0,0
"s3_6_totalrspkt","(Cumin Seeds) How much did you spend on the packets of Western seeds?",.8351447,0,0,0
"s3_1_kilo","(Cumin Seeds) How many kilos of GC_1 seeds did you purchase?",.4431362,0,0,0
"s3_2_kilo","(Cumin Seeds) How many kilos of GC_2 seeds did you purchase?",.4506693,0,0,0
"s3_4_kilo","(Cumin Seeds) How many kilos of GC_4 seeds did you purchase?",1.182536,0,0,0
"s3_5_kilo","(Cumin Seeds) How many kilos of Rajasthan_Cumin seeds did you purchase?",.5660759,0,0,0
"s3_6_kilo","(Cumin Seeds) How many kilos of Western seeds did you purchase?",.8444914,0,0,0
"s3_2_pricekilo","(Cumin Seeds) How much was one kilo of GC_2 seeds?",1.058518,0,0,0
"s3_4_pricekilo","(Cumin Seeds) How much was one kilo of GC_4 seeds?",1.285253,0,0,0
"s3_5_pricekilo","(Cumin Seeds) How much was one kilo of Rajasthan_Cumin seeds?",1.407566,0,0,0
"s3_6_pricekilo","(Cumin Seeds) How much was one kilo of Western seeds?",.8877742,0,0,0
"s3_1_totalrs","(Cumin Seeds) Total spent on GC_1 seeds?",.5914173,0,0,0
"s3_2_totalrs","(Cumin Seeds) Total spent on GC_2 seeds?",.4141172,0,0,0
"s3_4_totalrs","(Cumin Seeds) Total spent on GC_4 seeds?",.4584573,0,0,0
"s3_5_totalrs","(Cumin Seeds) Total spent on Rajasthan_Cumin seeds?",.2904454,0,0,0
"s3_6_totalrs","(Cumin Seeds) Total spent on Western seeds?",.8351447,0,0,0
"s3_2_pktused","(Cumin Seeds) How many packets of GC_2 seeds did you use?",.6121181,0,0,0
"s3_4_pktused","(Cumin Seeds) How many packets of GC_4 seeds did you use?",1.021119,0,0,0
"s3_5_pktused","(Cumin Seeds) How many packets of Rajasthan_Cumin seeds did you use?",1.052302,0,0,0
"s3_6_pktused","(Cumin Seeds) How many packets of Western seeds did you use?",.3779645,0,0,0
"s3_4_pktqtyused","(Cumin Seeds) How many kilos of GC_4 seeds/packet?",.3779645,0,0,0
"s3_1_qtyused","(Cumin Seeds) Total kilos of GC_1 seeds used.",.4438004,0,0,0
"s3_2_qtyused","(Cumin Seeds) Total kilos of GC_2 seeds used.",.1030642,0,0,0
"s3_4_qtyused","(Cumin Seeds) Total kilos of GC_4 seeds used.",1.506928,0,0,0
"s3_5_qtyused","(Cumin Seeds) Total kilos of Rajasthan_Cumin seeds used.",.6740866,0,0,0
"s3_6_qtyused","(Cumin Seeds) Total kilos of Western seeds used.",.8467191,0,0,0
"rec3_seed_p","Purchased a recommended seed variety for wheat",.4764756,0,0,0
"rec3_seed_u","Used a recommended seed variety for wheat",.0932367,0,0,0
"rec3_seeds_kg","Quantity of recommended seeds purchased",1.182536,0,0,0
"rec3_seeds_cost","Total spent on recommended seeds",.4584573,0,0,0
"s2_1","(Wheat) What was the most important factor in determining which seed you used?",.8190801,0,0,0
"s2_3","(Wheat) Did you solicit or receive any advice on wheat seeds?",.1233732,0,0,0
"s2_41","(Wheat) What was the most important source of seed advice? - Source 1",.9897391,0,0,0
"s2_42","(Wheat) What was the most important source of seed advice? - Source 2",.6338106,0,0,0
"s2_5","(Wheat) Did you purchase or reuse wheat seeds?",1.248203,0,0,0
"s2_61_pkt","(Wheat) Qty of seed purchased- in Packets",.3813885,0,0,0
"s2_61_pricepkt","(Wheat) Price of seed purchased per packet",1.030424,0,0,0
"s2_61_pktqty","(Wheat) Qty of seeds in each packet",1.843558,0,0,1
"s2_61_kilo","(Wheat) Qty of seed purchased- Kilos",2.081407,0,1,1
"s2_61_pricekilo","(Wheat) Price of seed purchased per kilo",1.683294,0,0,1
"s2_62_pkt","(Wheat) Qty of seed purchased- in Packets",.6623182,0,0,0
"s2_62_pricepkt","(Wheat) Price of seed purchased per packet",.1335667,0,0,0
"s2_62_kilo","(Wheat) Qty of seed purchased- Kilos",.4878227,0,0,0
"s2_62_pricekilo","(Wheat) Price of seed purchased per kilo",.2992917,0,0,0
"s2_63_pkt","(Wheat) Qty of seed purchased- in Packets",.9990322,0,0,0
"s2_63_pricepkt","(Wheat) Price of seed purchased per packet",.9990322,0,0,0
"s2_63_kilo","(Wheat) Qty of seed purchased- Kilos",.9997898,0,0,0
"s2_63_pricekilo","(Wheat) Price of seed purchased per kilo",.9990322,0,0,0
"s2_71_type","(Wheat) Type of seed- improved/desi",.6523709,0,0,0
"s2_71_pkt","(Wheat) Qty of seed used- in Packets",.5483782,0,0,0
"s2_71_pktqty","(Wheat) Qty of seeds in each packet",.9990322,0,0,0
"s2_71_kilo","(Wheat) Qty of seed used- in kilos",.9968866,0,0,0
"s2_72_type","(Wheat) Type of seed- improved/desi",1.234849,0,0,0
"s2_72_pkt","(Wheat) Qty of seed used- in Packets",.2284276,0,0,0
"s2_72_kilo","(Wheat) Qty of seed used- in kilos",.0082275,0,0,0
"s2_73_pkt","(Wheat) Qty of seed used- in Packets",.9990322,0,0,0
"s2_73_kilo","(Wheat) Qty of seed used- in kilos",.9997898,0,0,0
"s2_8_hhtotal","(Wheat) Total labour days for sowing in R'10-11 - Household",.579779,0,0,0
"s2_8_hiredtotal","(Wheat) Total labour days for sowing in R'10-11 - Hired",1.429095,0,0,0
"s2_8_wage","(Wheat) Daily wage for sowing in R'10-11 - Hired",.3196877,0,0,0
"s2_8_rstotal","(Wheat) Total labour cost for sowing in R'10-11 - Hired",.0211855,0,0,0
"s2_8_rstrac","(Wheat) Total labour cost for tractor in R'10-11 - Hired",.1840408,0,0,0
"s2_8_hrstrac","(Wheat) Total labour hours for tractor in R'10-11 - Hired",.816276,0,0,0
"s2_8_rshourtrac","(Wheat) Total Rs. per hour for tractor in R'10-11 - Hired",.4908561,0,0,0
"s2_9","(Wheat) Did you treat your seeds before planting?",.6874315,0,0,0
"s2_10a","(Wheat) How did you treat your seeds? - Fungicides",.5578743,0,0,0
"s2_10b","(Wheat) How did you treat your seeds? - Pesticides",.5097693,0,0,0
"s2_10d1","(Wheat) How did you treat your seeds? - Other 1",.309374,0,0,0
"s2_11","(Wheat) In last Rabi, did you use the broadcasting method for planting or did yo",1.464511,0,0,0
"s2_12_inch","(Wheat) What was the spacing between the seeds in the same row? - In inches",.2685862,0,0,0
"s2_12_999","(Wheat) What was the spacing between the seeds in the same row? - Don't know",1.094508,0,0,0
"s2_1_factor_1","(Wheat) Was low_price the most important factor in determining which seed you us",1.995765,0,1,1
"s2_1_factor_2","(Wheat) Was pest_resistence the most important factor in determining which seed ",1.004808,0,0,0
"s2_1_factor_3","(Wheat) Was safe_yield the most important factor in determining which seed you u",1.80959,0,0,1
"s2_1_factor_4","(Wheat) Was high_yield the most important factor in determining which seed you u",.816078,0,0,0
"s2_1_factor_5","(Wheat) Was few_inputs the most important factor in determining which seed you u",.7835697,0,0,0
"s2_1_factor_6","(Wheat) Was water_requirements the most important factor in determining which se",1.451238,0,0,0
"s2_1_factor_7","(Wheat) Was what_friends_use the most important factor in determining which seed",1.56043,0,0,0
"s2_1_factor_8","(Wheat) Was availability the most important factor in determining which seed you",.2866553,0,0,0
"s2_1_factor_9","(Wheat) Was soil_fertility the most important factor in determining which seed y",1.076975,0,0,0
"s2_1_factor_10","(Wheat) Was gen_advice the most important factor in determining which seed you u",.9997898,0,0,0
"s2_1_factor_888","(Wheat) Was other the most important factor in determining which seed you used?",.7652941,0,0,0
"s2_41_1","(Wheat Seeds 1)Is your most imp source past experience?",1.157885,0,0,0
"s2_41_2","(Wheat Seeds 1)Is your most imp source TV program?",.9997898,0,0,0
"s2_41_6","(Wheat Seeds 1)Is your most imp source NGOs?",.0061263,0,0,0
"s2_41_7","(Wheat Seeds 1)Is your most imp source other farmers?",.1087611,0,0,0
"s2_41_8","(Wheat Seeds 1)Is your most imp source agro shops?",.3070027,0,0,0
"s2_42_1","(Wheat Seeds 2)Is your most imp source past experience?",.9997898,0,0,0
"s2_42_7","(Wheat Seeds 2)Is your most imp source other farmers?",.0195958,0,0,0
"s2_42_8","(Wheat Seeds 2)Is your most imp source agro shops?",.1738232,0,0,0
"s2_source_1","(Wheat Seeds) Is your most imp source past_experience?",.9058207,0,0,0
"s2_source_2","(Wheat Seeds) Is your most imp source TV?",.9997898,0,0,0
"s2_source_6","(Wheat Seeds) Is your most imp source NGOs?",.0061263,0,0,0
"s2_source_7","(Wheat Seeds) Is your most imp source other_farmers?",.0573497,0,0,0
"s2_source_8","(Wheat Seeds) Is your most imp source agro_shops?",.3563821,0,0,0
"s2_5_seeds_1","(Wheat) Did you purchase_new seeds last Rabi?",1.711049,0,0,1
"s2_5_seeds_2","(Wheat) Did you reuse_old seeds last Rabi?",.1188083,0,0,0
"s2_5_seeds_3","(Wheat) Did you purchase&reuse seeds last Rabi?",.4411549,0,0,0
"s2_61_rstot","(Wheat) Total cost of variety of wheat seed - 1",1.133305,0,0,0
"s2_62_rstot","(Wheat) Total cost of variety of wheat seed - 2",.1538472,0,0,0
"s2_63_rstot","(Wheat) Total cost of variety of wheat seed - 3",1.265119,0,0,0
"s2_total_cost","(Wheat) Total cost of wheat seeds in R'10-11",1.093267,0,0,0
"s2_tot_q_purchased","(Wheat) Total qty of wheat seeds purchased in R'10-11, Kilos",1.933094,0,0,1
"s2_11_method_1","(Wheat) Did you use the broadcasting method last Rabi for planting?",1.523849,0,0,0
"s2_11_method_2","(Wheat) Did you plant seed in rows last Rabi?",.7945788,0,0,0
"s2_61_seed_1","(Wheat Seeds) Did you purchase GW_496?",1.990919,0,1,1
"s2_61_seed_3","(Wheat Seeds) Did you purchase GW_173?",1.416598,0,0,0
"s2_61_seed_5","(Wheat Seeds) Did you purchase LOK_1?",1.536729,0,0,0
"s2_61_seed_6","(Wheat Seeds) Did you purchase Sonalika?",.5435139,0,0,0
"s2_61_seed_7","(Wheat Seeds) Did you purchase Tukda/Tukri?",1.192552,0,0,0
"s2_62_seed_1","(Wheat Seeds) Did you purchase GW_496?",1.000424,0,0,0
"s2_62_seed_5","(Wheat Seeds) Did you purchase LOK_1?",1.258751,0,0,0
"s2_62_seed_6","(Wheat Seeds) Did you purchase Sonalika?",2.241201,0,1,1
"s2_62_seed_7","(Wheat Seeds) Did you purchase Tukda/Tukri?",1.718578,0,0,1
"s2_63_seed_5","(Wheat Seeds) Did you purchase LOK_1?",.9997898,0,0,0
"s2_63_seed_6","(Wheat Seeds) Did you purchase Sonalika?",.9997898,0,0,0
"s2_seed_1","(Wheat Seeds) Did you purchase GW_496?",1.664354,0,0,1
"s2_seed_3","(Wheat Seeds) Did you purchase GW_173?",1.416598,0,0,0
"s2_seed_5","(Wheat Seeds) Did you purchase LOK_1?",1.324021,0,0,0
"s2_seed_6","(Wheat Seeds) Did you purchase Sonalika?",.1694874,0,0,0
"s2_seed_7","(Wheat Seeds) Did you purchase Tukda/Tukri?",1.536197,0,0,0
"s2_71_seeduse_1","(Wheat Seeds) Did you use GW_496?",1.059728,0,0,0
"s2_71_seeduse_3","(Wheat Seeds) Did you use GW_173?",1.416598,0,0,0
"s2_71_seeduse_5","(Wheat Seeds) Did you use LOK_1?",1.722711,0,0,1
"s2_71_seeduse_6","(Wheat Seeds) Did you use Sonalika?",.7655132,0,0,0
"s2_71_seeduse_7","(Wheat Seeds) Did you use Tukda/Tukri?",.7603513,0,0,0
"s2_72_seeduse_1","(Wheat Seeds) Did you use GW_496?",1.000424,0,0,0
"s2_72_seeduse_5","(Wheat Seeds) Did you use LOK_1?",.2186926,0,0,0
"s2_72_seeduse_6","(Wheat Seeds) Did you use Sonalika?",.991621,0,0,0
"s2_72_seeduse_7","(Wheat Seeds) Did you use Tukda/Tukri?",1.202413,0,0,0
"s2_73_seeduse_5","(Wheat Seeds) Did you use LOK_1?",.9997898,0,0,0
"s2_73_seeduse_6","(Wheat Seeds) Did you use Sonalika?",.9997898,0,0,0
"s2_seeduse_1","(Wheat Seeds) Did you use GW_496?",.8238661,0,0,0
"s2_seeduse_3","(Wheat Seeds) Did you use GW_173?",1.416598,0,0,0
"s2_seeduse_5","(Wheat Seeds) Did you use LOK_1?",1.581875,0,0,0
"s2_seeduse_6","(Wheat Seeds) Did you use Sonalika?",.9140961,0,0,0
"s2_seeduse_7","(Wheat Seeds) Did you use Tukda/Tukri?",.9573084,0,0,0
"s2_1_pkt","(Wheat Seeds) How many packets of GW_496 seeds did you purchase?",.7413268,0,0,0
"s2_3_pkt","(Wheat Seeds) How many packets of GW_173 seeds did you purchase?",1.002374,0,0,0
"s2_5_pkt","(Wheat Seeds) How many packets of LOK_1 seeds did you purchase?",.7472703,0,0,0
"s2_6_pkt","(Wheat Seeds) How many packets of Sonalika seeds did you purchase?",.782069,0,0,0
"s2_7_pkt","(Wheat Seeds) How many packets of Tukda/Tukri seeds did you purchase?",.6132085,0,0,0
"s2_1_pricepkt","(Wheat Seeds) How much was one packet of GW_496 seeds?",.9262743,0,0,0
"s2_3_pricepkt","(Wheat Seeds) How much was one packet of GW_173 seeds?",1.002374,0,0,0
"s2_5_pricepkt","(Wheat Seeds) How much was one packet of LOK_1 seeds?",.1862502,0,0,0
"s2_6_pricepkt","(Wheat Seeds) How much was one packet of Sonalika seeds?",.7525738,0,0,0
"s2_7_pricepkt","(Wheat Seeds) How much was one packet of Tukda/Tukri seeds?",.8281602,0,0,0
"s2_1_totalrspkt","(Wheat Seeds) How much did you spend on the packets of GW_496 seeds?",1.015679,0,0,0
"s2_3_totalrspkt","(Wheat Seeds) How much did you spend on the packets of GW_173 seeds?",1.000424,0,0,0
"s2_5_totalrspkt","(Wheat Seeds) How much did you spend on the packets of LOK_1 seeds?",1.416321,0,0,0
"s2_6_totalrspkt","(Wheat Seeds) How much did you spend on the packets of Sonalika seeds?",.5758532,0,0,0
"s2_7_totalrspkt","(Wheat Seeds) How much did you spend on the packets of Tukda/Tukri seeds?",.8881187,0,0,0
"s2_1_kilo","(Wheat Seeds) How many kilos of GW_496 seeds did you purchase?",.9032546,0,0,0
"s2_3_kilo","(Wheat Seeds) How many kilos of GW_173 seeds did you purchase?",1.000424,0,0,0
"s2_5_kilo","(Wheat Seeds) How many kilos of LOK_1 seeds did you purchase?",1.522623,0,0,0
"s2_6_kilo","(Wheat Seeds) How many kilos of Sonalika seeds did you purchase?",1.263495,0,0,0
"s2_7_kilo","(Wheat Seeds) How many kilos of Tukda/Tukri seeds did you purchase?",.2608055,0,0,0
"s2_1_pricekilo","(Wheat Seeds) How much was one kilo of GW_496 seeds?",2.022568,0,1,1
"s2_3_pricekilo","(Wheat Seeds) How much was one kilo of GW_173 seeds?",1.002374,0,0,0
"s2_5_pricekilo","(Wheat Seeds) How much was one kilo of LOK_1 seeds?",.6184208,0,0,0
"s2_6_pricekilo","(Wheat Seeds) How much was one kilo of Sonalika seeds?",.8903257,0,0,0
"s2_7_pricekilo","(Wheat Seeds) How much was one kilo of Tukda/Tukri seeds?",2.335583,0,1,1
"s2_1_totalrs","(Wheat Seeds) Total spent on GW_496 seeds?",1.015679,0,0,0
"s2_3_totalrs","(Wheat Seeds) Total spent on GW_173 seeds?",1.000424,0,0,0
"s2_5_totalrs","(Wheat Seeds) Total spent on LOK_1 seeds?",1.416321,0,0,0
"s2_6_totalrs","(Wheat Seeds) Total spent on Sonalika seeds?",.5758532,0,0,0
"s2_7_totalrs","(Wheat Seeds) Total spent on Tukda/Tukri seeds?",.8881187,0,0,0
"s2_1_pktused","(Wheat Seeds) How many packets of GW_496 seeds did you use?",.8423012,0,0,0
"s2_3_pktused","(Wheat Seeds) How many packets of GW_173 seeds did you use?",1.002374,0,0,0
"s2_5_pktused","(Wheat Seeds) How many packets of LOK_1 seeds did you use?",.3737091,0,0,0
"s2_6_pktused","(Wheat Seeds) How many packets of Sonalika seeds did you use?",.2579468,0,0,0
"s2_7_pktused","(Wheat Seeds) How many packets of Tukda/Tukri seeds did you use?",.5738496,0,0,0
"s2_5_pktqtyused","(Wheat Seeds) How many kilos of LOK_1 seeds/packet?",.9990322,0,0,0
"s2_1_qtyused","(Wheat Seeds) Total kilos of GW_496 seeds used.",1.015846,0,0,0
"s2_3_qtyused","(Wheat Seeds) Total kilos of GW_173 seeds used.",1.000426,0,0,0
"s2_5_qtyused","(Wheat Seeds) Total kilos of LOK_1 seeds used.",.1180909,0,0,0
"s2_6_qtyused","(Wheat Seeds) Total kilos of Sonalika seeds used.",1.002783,0,0,0
"s2_7_qtyused","(Wheat Seeds) Total kilos of Tukda/Tukri seeds used.",.420274,0,0,0
"rec2_seeds_p","Number of recommended seed varieties purchased for wheat",.815106,0,0,0
"rec2_seed_p","Purchased a recommended seed variety for wheat",.8425105,0,0,0
"rec2_seeds_u","Number of recommended seed varieties used for wheat",1.3397,0,0,0
